Date,User,ABSA_Tweets
2022-12-28 19:32:49+00:00,hseku11,"@EugeneMt @FNBSA  , @AbsaSouthAfrica  and @StandardBankZA their charges are very high to be honest and I have been using fnbbank since I was a student."
2022-12-28 19:28:41+00:00,sdumsmathebula,@Madam_PB @AbsaSouthAfrica
2022-12-28 19:24:41+00:00,chatter_bree,"@Madam_PB @Nedbank, @StandardBankZA @AbsaSouthAfrica @MTNza @Vodacom in marketing and communications."
2022-12-28 18:59:36+00:00,Masilokk,@Madam_PB @AbsaSouthAfrica
2022-12-28 18:45:51+00:00,Namhl_Omhle,@Madam_PB @AbsaSouthAfrica
2022-12-28 18:45:05+00:00,dilemmer93,"Why does calling @AbsaSouthAfrica cost an arm and a leg?! Whenever I call I spend &gt;R50 in airtime listening to the numerous call options, being put on hold for ages and then finally getting an unhelpful assistant. It costs me less in time and money to physically go the branch 🙄"
2022-12-28 18:42:18+00:00,Naledii15,@Madam_PB @FNBSA  @CapitecBankSA @AbsaSouthAfrica @StandardBankZA @AfricanBank  even as a Bank Teller its okay 😢😢
2022-12-28 18:34:29+00:00,StephenThapelo2,@Madam_PB @sabc @PEPstores_SA @AbsaSouthAfrica
2022-12-28 18:25:47+00:00,GembeThula,"@EugeneMt @FNBSA @AbsaSouthAfrica @Nedbank Soon as we open at work am giving the HQ department my new banking details.

@FNBSA you lost me as your client."
2022-12-28 18:22:28+00:00,GembeThula,"@EugeneMt My wife and I bank with @FNBSA when we applied for car financing they didn't respond us and @AbsaSouthAfrica gave us that finance.

Last month we applied for Bond, they where the first one's to decline us and @Nedbank gave us the bond."
2022-12-28 18:18:19+00:00,Iviewe_N,"@Madam_PB @StandardBankZA,@OldMutualSA ,@PwC ,@MazarsGroup ,@AuditorGen_SA ,@AbsaSouthAfrica ,@eNCA ,@etv"
2022-12-28 18:11:31+00:00,LyteLight,@EugeneMt @AbsaSouthAfrica declined my loan while I worked for them!!!
2022-12-28 18:03:27+00:00,Lesegoness,@Madam_PB @AbsaSouthAfrica ready to be  part of the team
2022-12-28 17:53:37+00:00,makgabow_,@AbsaSouthAfrica what’s going on with your banking app? Haven’t been able to login since yesterday.
2022-12-28 17:52:14+00:00,the_bby__,"@WOOLWORTHS_SA @AbsaSouthAfrica Hello , I was using both my woolies card and absa card"
2022-12-28 17:50:46+00:00,Prudii16,@Madam_PB @MyiStoreSA and @AbsaSouthAfrica 😭😭🤞🏾
2022-12-28 17:50:25+00:00,Mdima42,@Madam_PB @AbsaSouthAfrica Would love to be a consultant under you guys
2022-12-28 17:46:46+00:00,XoliM86,@EugeneMt Well I am Also A Happy Client with @AbsaSouthAfrica They have Always Came Through for Me. Thank you 😊
2022-12-28 17:45:33+00:00,YourguurlDjLola,@Madam_PB @FNBSA @AbsaSouthAfrica as a financial advisor/ sales consultant/ call Center . I have 1-2 Years experience
2022-12-28 17:35:01+00:00,Zintle53661694,@Madam_PB @AbsaSouthAfrica I’ve been applying with. O luck🥺
2022-12-28 17:31:49+00:00,KabeloMofulats1,@Madam_PB @Absa_CIB @AbsaSouthAfrica Used to be a dedicated employee at absa and got dimssed for a minor thing. I’m currently unemployed and still struggling to get employed. My previous branch manager is trying to reinstate me but I’m currently waiting for her response. Please help. 🙏
2022-12-28 16:58:16+00:00,MbalenhleTsha16,@Madam_PB @Absa_CIB @AbsaSouthAfrica
2022-12-28 16:55:56+00:00,DMthembu_Qhudie,@Essau_EM83 @AbsaSouthAfrica Sorted thanks 🙏 I have struggling ABSA was not helpful at all
2022-12-28 16:46:57+00:00,Malondzeey,"@EugeneMt Yoh FNB is the pits, i banked with them for years and only @AbsaSouthAfrica approved both vehicle and bond so I moved to ABSA"
2022-12-28 16:43:31+00:00,WOOLWORTHS_SA,"@the_bby__ @AbsaSouthAfrica Hello - do you have a Woolies Store or Credit card, or were you using your Absa card to pay at Woolies?"
2022-12-28 16:37:36+00:00,MandelaDRIVER,"People at KZN , Umlazi under @eThekwiniM  are unable to buy electricity voucher via banks @AbsaSouthAfrica  @Shoprite_SA   @PicknPay   @FNBSA  and Flash. System down  since morning. 

@Eskom_SA  . 

@WitnessKZN @Newzroom405"
2022-12-28 16:30:06+00:00,Ankomaliq,@wannganwana @Rb__sa @EugeneMt @Nedbank @FNBSA decline my bond i put 500K as deposit for House cost R1.8M. And @AbsaSouthAfrica provide me a loan. FNB is useless bank left  3yrs back
2022-12-28 16:18:03+00:00,RedRose1712,@Madam_PB @AbsaSouthAfrica
2022-12-28 15:26:01+00:00,AbsaSouthAfrica,@Essau_EM83 🙏
2022-12-28 14:59:11+00:00,ZanReloaded,@Madam_PB @AbsaSouthAfrica
2022-12-28 14:53:39+00:00,SibuhleM,"@EugeneMt They are trash, We were also denied house bond when tried to buy our second house after they financed our first house mind you we paid up the house in 10yrs never missed payment,we were financed by @AbsaSouthAfrica without any issues."
2022-12-28 14:51:37+00:00,FhuluN,@Madam_PB @AbsaSouthAfrica
2022-12-28 14:46:55+00:00,AbsaSouthAfrica,@Luxolo18461822 Kindly provide us with your ID number and contact details for us to follow up on the matter.
2022-12-28 14:41:38+00:00,the_bby__,"Hi @WOOLWORTHS_SA , I was charged double for a transaction @AbsaSouthAfrica , how do I reverse this"
2022-12-28 14:40:17+00:00,khuduga_,"@AbsaSouthAfrica Its working again, thank you for you assistance and urgent response 👌"
2022-12-28 14:35:46+00:00,AbsaSouthAfrica,"@khuduga_ After completing these steps, please try to access your Banking App again and let us know if this resolved the issue. 3/3"
2022-12-28 14:35:38+00:00,AbsaSouthAfrica,"@khuduga_ 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications"". 2/3"
2022-12-28 14:35:29+00:00,AbsaSouthAfrica,@khuduga_ Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps. 1/3
2022-12-28 14:35:05+00:00,AbsaSouthAfrica,"@andile_69 Hi there, our sincere apologies for the long wait in the branch. We will be sure to share your feedback with the Branch Manager for future improvements. Please let us know if your enquiry is yet to be addressed so we can assist you."
2022-12-28 14:29:40+00:00,khuduga_,Is @AbsaSouthAfrica  app offline ?
2022-12-28 14:04:32+00:00,culNstuff,@Madam_PB @AbsaSouthAfrica 🥹🥹✨♥️
2022-12-28 14:01:31+00:00,Peter_Dallas,@insuranceombud  What does one have to do to stop @AbsaSouthAfrica continuously debiting home owners insurance premiums after being notified in June 2021 by self with confirmation from @OUTsurance that they now cover the home.
2022-12-28 14:00:09+00:00,AbsaSouthAfrica,@mahlolimoshesh Good day. We apologize for the delayed response. Please let us know if our team managed to assist you.
2022-12-28 13:53:05+00:00,DMthembu_Qhudie,@Essau_EM83 @AbsaSouthAfrica Thanks let me try
2022-12-28 13:52:56+00:00,BadServicewp,"@AbsaSouthAfrica @Absa 
Your client is a diabetic her fridge broke due to loadshedding now her insulin is not being kept cold no feedback regarding her claim for past two weeks , Claim number 4397500
#icanwithabsa #Health #LoadsheddingUpdates #Loadshedding"
2022-12-28 13:52:27+00:00,Essau_EM83,@DMthembu_Qhudie @AbsaSouthAfrica Got it right after uninstalling and reinstall.
2022-12-28 13:48:49+00:00,AbsaSouthAfrica,@_LehlogonoloM You're welcome.
2022-12-28 13:45:21+00:00,One_Kagiso,@EugeneMt @hau @FNBSA  you are  not even gonna comment with defensenyana? Yhoo I think I should also move to @AbsaSouthAfrica  since they gave me a credit card
2022-12-28 13:38:10+00:00,Lerato_thandoN,@Sbomoment @AbsaSouthAfrica 😭😭😭😭😭😭
2022-12-28 13:30:51+00:00,Lalan76087812,@Madam_PB @AbsaSouthAfrica and @BowmansGrads not forgetting @ENSlaw ✨
2022-12-28 13:26:25+00:00,I_love_knowlo,@Madam_PB @FNBSA and @AbsaSouthAfrica
2022-12-28 12:58:36+00:00,wonderboymlots1,@EugeneMt I'm moving to @AbsaSouthAfrica
2022-12-28 12:57:25+00:00,AbsaSouthAfrica,@MrBlaac Good day. Thanks for reaching out to us. Have you called our fraud department for assistance with logging a case?
2022-12-28 12:37:46+00:00,RayMohulo,@Madam_PB @AbsaSouthAfrica
2022-12-28 12:36:36+00:00,the_millice,@Madam_PB @AbsaSouthAfrica
2022-12-28 12:35:53+00:00,_LehlogonoloM,@AbsaSouthAfrica Thank you
2022-12-28 12:28:04+00:00,AbsaSouthAfrica,"@_LehlogonoloM Hi there. If it was processed as a normal payment (and not as an immediate payment), it will take 2-3 working days to clear.  So if it was made on Sunday, it should reflect on Thursday or Friday."
2022-12-28 12:22:44+00:00,MasiagwalaU,@Madam_PB @AbsaSouthAfrica
2022-12-28 12:13:53+00:00,TyronneSacks,"Worst experience with @FordFinancial @absa @AbsaSouthAfrica bought a car 2019 and paid for it 2019 to get the papers has been horrific, no responsibility constant incompetence. From call centre to call centre to actual branch, no accountability."
2022-12-28 11:58:00+00:00,DMthembu_Qhudie,@Essau_EM83 @AbsaSouthAfrica Me too I sent DM no response from @AbsaSouthAfrica
2022-12-28 11:55:36+00:00,Ntanzi88,@YoNessaLv @AbsaSouthAfrica @Absa I’m struggling to download my app and I’m just thinking of cancelling even my account now 😭
2022-12-28 11:51:44+00:00,Ntanzi88,@AbsaSouthAfrica please assist as I’m struggling to download my banking app and I need to use urgently.
2022-12-28 11:50:49+00:00,_LehlogonoloM,".@AbsaSouthAfrica if a payment was made on Sunday, how long will it take to reflect to someone’s @Nedbank account?"
2022-12-28 11:48:06+00:00,kgothatso_seabe,@Madam_PB @AbsaSouthAfrica
2022-12-28 11:40:17+00:00,Yfm,"#HereForTheReady stories are about people who are ready to remake their world.

Follow Sandisiwe Mboxo's journey to upskill herself into a career through the @AbsaSouthAfrica upskill initiative.

Hear the full story in 3 languages now on the Y app. 🎧
That's Africanacity! https://t.co/ts1zX0I7J4"
2022-12-28 11:32:59+00:00,Priscil96727547,@Madam_PB @AbsaSouthAfrica
2022-12-28 11:00:11+00:00,mogapimk,"@Bheki_Nyathi Both my @StandardBankZA and @FNBSA are having -R3.2k both and @AbsaSouthAfrica is -R2.9k
I'm left with @Nedbank and @CapitecBankSA 
I don't know which bank to use because I can't trust Capitec Bank and Bank is scarce ko Kasi"
2022-12-28 10:48:51+00:00,AbsaSouthAfrica,@Tahleho7sa Thank you so much for letting us know🙏. Have a fantastic day.
2022-12-28 10:44:45+00:00,andile_69,"@AbsaSouthAfrica Service at Mount Frere branch is horrible,  there is only 2 tellers assisting, machines are slow, it takes more than 10min helping one client. I've been here since 10am and im still on the queue. Something has to change😩😩😩"
2022-12-28 10:39:38+00:00,KhwelaDilika,I experienced the same I bank with @FNBSA @rb_jacobs (the worst). They have always denied my bonds. I have now 2 bonds with @StandardBankZA and one with @AbsaSouthAfrica while the bank that houses my salary and most income couldn’t even give be mortgage. Voetsek @FNBSA @rb_jacobs
2022-12-28 10:38:01+00:00,Tahleho7sa,@AbsaSouthAfrica Thank you very much spoke to very friendly consultant Itumeleng Ngubeni helped me
2022-12-28 10:37:54+00:00,VARsport1,@AbsaSouthAfrica Kg
2022-12-28 10:22:06+00:00,AbsaSouthAfrica,@Lerato_thandoN You might get it today or tomorrow. https://t.co/Y91Sa2GD66
2022-12-28 10:12:08+00:00,sagheerosman,"@AbsaSouthAfrica tells you to go and do your banking at their 🏧 what they don't tell you, you can't find a single fucking one on a public holiday,which you can deposit cash into, because they're always offline, you spend more time looking for a working atm than anything else"
2022-12-28 10:09:17+00:00,AbsaSouthAfrica,"@Tahleho7sa Hi there, kindly let us know the reason for the call back in order for us to ask our Home loans team to get in touch."
2022-12-28 09:22:32+00:00,JayteeSass,@AbsaSouthAfrica I’ll give it 2-7 days before another agent calls about the same damn thing. @AbsaSouthAfrica come on https://t.co/w7PwRBGZZP
2022-12-28 09:18:12+00:00,JayteeSass,@AbsaSouthAfrica @AbsaSouthAfrica are we really back here again? 😬
2022-12-28 09:17:56+00:00,AbsaSouthAfrica,"@jkllehari_naka After completing these steps, please try to access your Banking App again and let us know if this resolved the issue. 3/3"
2022-12-28 09:17:49+00:00,AbsaSouthAfrica,"@jkllehari_naka 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications"". 2/3"
2022-12-28 09:17:37+00:00,AbsaSouthAfrica,@jkllehari_naka Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps. 1/3
2022-12-28 09:12:42+00:00,MakatiniNyeleti,@AbsaSouthAfrica May I please get my voucher 🤔
2022-12-28 09:03:12+00:00,AbsaSouthAfrica,@ZA_AM_Official Please also reach out to our Fraud team on 0860 557 557 or +27 (0)11 501 5089 for assistance with the transactions that were already processed.
2022-12-28 09:03:07+00:00,AbsaSouthAfrica,"@ZA_AM_Official Hi there. Apologies for our delayed response. If you've not yet stopped the card, you can do so on the Banking App, or by calling our Stop Card team on 0800 11 11 55."
2022-12-28 08:45:27+00:00,Tahleho7sa,@Absa @AbsaSouthAfrica please don’t do this I have been calling your home department no answer I sent you dm no reply .. please save me unnecessary stress . I beg 😭
2022-12-28 08:35:49+00:00,Lerato_thandoN,@AbsaSouthAfrica It was made as a normal payment on the 24th after 12pm
2022-12-28 08:32:17+00:00,AbsaSouthAfrica,"@Lerato_thandoN Hi there. If the payment was processed as a normal payment (and not as an immediate payment), it will take 2 - 3 working days to clear. This excludes weekends and public holidays."
2022-12-28 08:10:31+00:00,Pebi_books,@Am_Blujay @AbsaSouthAfrica 😩🥲
2022-12-28 08:05:49+00:00,Am_Blujay,@Pebi_books @AbsaSouthAfrica I was stuck once messaged them they never replied to date what they are good at is calling you everyday to pay bank charges
2022-12-28 08:04:52+00:00,Pebi_books,@Am_Blujay @AbsaSouthAfrica 🥲 I'm so defeated right now.
2022-12-28 07:59:38+00:00,supWends,"@AbsaSouthAfrica For the record, the fact that we're still waiting for the clearance of a 24 Dec eft, because weekend and rearranged public holidays, is disgusting. You'd be out of business overseas. #southafricanbanking"
2022-12-28 07:52:31+00:00,Am_Blujay,@Pebi_books @AbsaSouthAfrica They won't reply
2022-12-28 07:51:04+00:00,NickyAnnandale,@AbsaSouthAfrica I sent a DM.
2022-12-28 07:45:59+00:00,AbsaSouthAfrica,"@NickyAnnandale Good morning. We are very sorry to hear about the level of service received. This is unacceptable, and we would like to assist you. Please DM your detailed concern, ID number, email address, and cellphone number."
2022-12-28 07:34:53+00:00,NickyAnnandale,@AbsaSouthAfrica Worst bank so far. Wasted hundreds trying to call and no one answers. Don't respond to emails either. Go to a branch and I'm told to CALL or go online. Pathetic!!!
2022-12-28 07:24:47+00:00,Pebi_books,Hi @AbsaSouthAfrica please check your DM's
2022-12-28 07:16:58+00:00,MakatiniNyeleti,@AbsaSouthAfrica May I please have my voucher tuuu
2022-12-28 07:13:53+00:00,AbsaSouthAfrica,"@kwintshi_lucas 5. Access the app using mobile data and not Wi-Fi. 6. If none of the above help, uninstall the app and re-install it again.4/4"
2022-12-28 07:13:44+00:00,AbsaSouthAfrica,@kwintshi_lucas 3. Turn on your phone’s Airplane mode and leave it on for 1 minute before switching it off again. 4. Switch your phone off and then on again. 3/4
2022-12-28 07:13:33+00:00,AbsaSouthAfrica,"@kwintshi_lucas 2. Clear the app’s cache (go to your phone’s settings, select Apps, select Absa Banking, select Storage, and select Clear cache). 2/4"
2022-12-28 07:13:22+00:00,AbsaSouthAfrica,@kwintshi_lucas Please try the following to fix your Banking App: 1. Make sure the app is updated to the latest available version. 1/4
2022-12-28 07:04:02+00:00,AbsaSouthAfrica,"@GandaOdirile After completing these steps, please try to access your Banking App again and let us know if this resolved the issue. 3/3"
2022-12-28 07:03:57+00:00,AbsaSouthAfrica,"@GandaOdirile 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications"". 2/3"
2022-12-28 07:03:47+00:00,AbsaSouthAfrica,@GandaOdirile Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps. 1/3
2022-12-28 07:02:47+00:00,AbsaSouthAfrica,"@Essau_EM83 5. Access the app using mobile data and not Wi-Fi. 6. If none of the above help, uninstall the app and re-install it again. 4/4"
2022-12-28 07:02:34+00:00,AbsaSouthAfrica,@Essau_EM83 3. Turn on your phone’s Airplane mode and leave it on for 1 minute before switching it off again. 4. Switch your phone off and then on again. 3/4
2022-12-28 07:02:23+00:00,AbsaSouthAfrica,"@Essau_EM83 2. Clear the app’s cache (go to your phone’s settings, select Apps, select Absa Banking, select Storage, and select Clear cache). 2/4"
2022-12-28 07:02:08+00:00,AbsaSouthAfrica,"@Essau_EM83 Hi there. Have you since been able to access the Banking App? If not, please try the following to fix your Banking App: 1. Make sure the app is updated to the latest available version. 1/4"
2022-12-28 07:00:11+00:00,GandaOdirile,@AbsaSouthAfrica @Martin61534111 Still says connection reset
2022-12-28 06:02:15+00:00,AbsaSouthAfrica,"@Martin61534111 After completing these steps, please try to access your Banking App again and let us know if this resolved the issue."
2022-12-28 06:02:11+00:00,AbsaSouthAfrica,"@Martin61534111 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications""."
2022-12-28 06:02:03+00:00,AbsaSouthAfrica,@Martin61534111 Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps.
2022-12-28 05:57:53+00:00,AbsaSouthAfrica,"@KeamogetseD After completing these steps, please try to access your Banking App again and let us know if this resolved the issue."
2022-12-28 05:57:48+00:00,AbsaSouthAfrica,"@KeamogetseD 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications""."
2022-12-28 05:57:41+00:00,AbsaSouthAfrica,@KeamogetseD Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps.
2022-12-28 05:55:45+00:00,kwintshi_lucas,@AbsaSouthAfrica It keeps on saying (Something went wrong) retry
2022-12-28 05:51:43+00:00,AbsaSouthAfrica,"@kwintshi_lucas After completing these steps, please try to access your Banking App again and let us know if this resolved the issue."
2022-12-28 05:51:40+00:00,AbsaSouthAfrica,"@kwintshi_lucas 3. Tap on Absa Banking. 4. Under ""Notifications, it should say ""Allowed"". If it doesn't, tap on Notifications. 5. Allow notifications by clicking on the toggle for ""Show notifications""."
2022-12-28 05:51:31+00:00,AbsaSouthAfrica,@kwintshi_lucas Hi there. We apologise for the unpleasant experience with our Banking App. Please check if the app is enabled for push notifications: 1. Go to your device settings. 2. Tap on Apps.
2022-12-28 05:31:04+00:00,SMoketse,"@AbsaSouthAfrica #AbsaSummerOfICan
❤️❤️❤️❤️❤️❤️❤️❤️"
2022-12-28 04:52:02+00:00,kwintshi_lucas,@AbsaSouthAfrica I'm struggling to login to my banking app for the past two days. It keeps saying something is wrong
2022-12-28 03:54:09+00:00,kwintshi_lucas,@KeamogetseD @AbsaSouthAfrica I think so my sister coz I can not login to my
2022-12-27 21:27:11+00:00,DOdizzl,@Mash_Mri @AbsaSouthAfrica Why are you still asking? Close the account and go where they won't treat you like that.
2022-12-27 20:20:47+00:00,DMthembu_Qhudie,@AbsaSouthAfrica is your app also on holiday ?I can’t do anything technical error on your side. It’s been days now
2022-12-27 17:52:28+00:00,SimonPGrindrod,@sdu_mpembe @AbsaSouthAfrica without a doubt.
2022-12-27 17:32:02+00:00,eniemol,@AbsaSouthAfrica How safe is this? What will happen should I lose my phone?
2022-12-27 16:41:14+00:00,misty_za,@LibhoGeza @AbsaSouthAfrica @Absa 🙄
2022-12-27 16:04:39+00:00,Mash_Mri,@Kuhle_28 @AbsaSouthAfrica They owe me😭😭
2022-12-27 15:07:08+00:00,Mash_Mri,@NamiGabos @AbsaSouthAfrica I am not a private banker 🤦🏾‍♂️
2022-12-27 15:05:27+00:00,Mash_Mri,@porscheMissP @AbsaSouthAfrica I will check my statement and see whats cooking
2022-12-27 14:10:54+00:00,meikcobirbs,"@SlayingGoliath @AbsaSouthAfrica @AbsaSouthAfrica after withdrawal at the Atm R450 rand later, my mom didn't get her cash out of the atm.. 3 to 10 working days for the reversal process is just ridiculous, considering it's the same bank..keeping pension customers waiting for their money back!!!"
2022-12-27 13:05:31+00:00,investindia,@IribaWaterGroup @SunKingGlobal @ZOLAElectric @dlightdesign @LumosGlobal @BBOXX_HQ @ZuhuraSolns @kuzafreezer @akofresh_co @solakilimo @bodawerk @Coldhubslimited @AVCA_Africa @AfricInvest_Grp @AbsaSouthAfrica @startupdz @algeriasc @Leancubator1 @AlgeriaVenture @OrangeCorners
2022-12-27 13:03:26+00:00,NamiGabos,"@Mash_Mri @AbsaSouthAfrica 😂😂😂😂
Private bankers maybe.
Askies bro"
2022-12-27 12:40:45+00:00,energywebxnews,@AbsaSouthAfrica @Avis @Travelstart yeah
2022-12-27 11:40:17+00:00,Yfm,"Sandisiwe is the mom who remade her world through the  @AbsaSouthAfrica upskill initiative.

Listen to #HereForTheReady stories, stories about people who are ready to remake their world.

Hear the full story in 3 languages on the Y app.
That's Africanacity! https://t.co/YDQD2BiIjP"
2022-12-27 11:07:59+00:00,SthembisoDladl6,@AbsaSouthAfrica I need business finance from you Absa Bank
2022-12-27 10:47:41+00:00,zikhonantsetho,"@AbsaSouthAfrica 
A couple of weeks ago I was trying to receive cash send from your ATM’s and the money never came out, I went inside the branch and I was told it will be reversed in an hour. Been calling since 12/12/2022 and my calls haven’t been answered.
#AbsaSummerOfICan https://t.co/OuRAhkPN2J"
2022-12-27 10:22:48+00:00,kamoh_M,@AbsaSouthAfrica please check your inbox?!
2022-12-27 10:10:10+00:00,DrLuvas,@AbsaSouthAfrica @Avis @Travelstart I have more than 4 Products with you @AbsaSouthAfrica but I am on Tier 2...hai
2022-12-27 10:00:51+00:00,Greg_T16,@Mash_Mri @AbsaSouthAfrica https://t.co/24hMa5OnDW
2022-12-27 09:51:38+00:00,Mash_Mri,What kind of robbery is this? @AbsaSouthAfrica https://t.co/uZ02eYGayQ
2022-12-27 09:20:58+00:00,AbsaSouthAfrica,"@ZpQangase Hi there, please note that we have responded to your inbox."
2022-12-27 08:42:49+00:00,itsTyronePrins,@AbsaSouthAfrica wants to terminate my funeral policy because I no longer put money into the account 🤔 is this even legal? https://t.co/M9Gi30vTo8
2022-12-27 08:37:02+00:00,Lyndacomps,@AbsaSouthAfrica I will keep this money aside for school fees and I will celebrate Christmas with what I have. #ICanWithAbsa #WeDoMoreWednesdays
2022-12-27 08:10:32+00:00,MercedesNkoane,@AbsaSouthAfrica how can I get a proof that I deposited someone money inside the bank at the tellers some few days ago?
2022-12-27 07:11:34+00:00,Martin61534111,@AbsaSouthAfrica Read all the app reviews in the Play store for the last 3 weeks. You app has not been working since early December.
2022-12-27 05:31:51+00:00,MrBlaac,@AbsaSouthAfrica please do something about your fraud department.. funds are missing in account balance and the fraud department aren’t saying anything.. this is totally unacceptable
2022-12-27 04:08:46+00:00,RefilweSeboko,"@AbsaSouthAfrica If you already have absa account you don't qualify 💔
#ICanWithAbsa"
2022-12-26 23:12:59+00:00,juliamanana1,please re send @AbsaSouthAfrica https://t.co/OtTNrkW1GJ
2022-12-26 23:05:34+00:00,kedilojaka,Hi  i  didn't receive voucher number i only received access pin   please forward me voucher number @AbsaSouthAfrica https://t.co/DUpC4g4dkL
2022-12-26 23:01:49+00:00,LLindawa,"Hi there,  I didn't receive  10-digit withdrawal number resend it before 30 December 2022.check DM 
@AbsaSouthAfrica https://t.co/1Uv7vRivvZ"
2022-12-26 20:22:21+00:00,Mthuli4,@AbsaSouthAfrica Racists strangling little black boys for a swimming pool come to my mind.
2022-12-26 19:44:59+00:00,SyabongaSingela,@AbsaSouthAfrica Bengeke nisebenzise isithombe somuntu omnyama just to change the narrative ukuthi black people hate water
2022-12-26 19:12:33+00:00,KeamogetseD,"Hi.

Is the #Absa @AbsaSouthAfrica cellphone banking app down?"
2022-12-26 19:06:31+00:00,MattaZolani,"@AbsaSouthAfrica App offline for two days.....,,???"
2022-12-26 18:38:09+00:00,GiftNcu57821881,@Senzwa_ @AbsaSouthAfrica Airport.....are they not opened??
2022-12-26 18:17:20+00:00,Shawn80654585,@AbsaSouthAfrica No memories for me just total disgrace in my bank called ABSA that failed to protect my money in a ABSA bank account now 6 days later still no help from ABSA SHOCKING
2022-12-26 17:41:23+00:00,CrunchyVine,@AbsaSouthAfrica
2022-12-26 17:28:16+00:00,talkcrypto7,"@AbsaSouthAfrica your fraud department has turned into a set of criminals holding on to their customer’s funds for no reason whatsoever, been to the menlyn branch and the manager was surprised as to why my account balance is being held for no reason,this is totally unacceptable"
2022-12-26 15:25:08+00:00,_ZeeMe,@wuKhulu @AbsaSouthAfrica 🥴After I already went and checked 🚮
2022-12-26 15:17:09+00:00,amabhuye2,"@SlayingGoliath @AbsaSouthAfrica @AbsaSouthAfrica iimina bafwethu uMgenge lo obhenka nani,ngicela ningipha imali"
2022-12-26 14:49:49+00:00,RefilweSeboko,"@AbsaSouthAfrica If you already have absa account you don't qualify 💔
#ICanWithAbsa"
2022-12-26 14:35:38+00:00,MikeSteyn3,"@AbsaSouthAfrica @Avis @Travelstart Absa are you still arround I haven't dealt with you since Capitec Bank opened and I moved over, best decision of my life!!"
2022-12-26 13:17:21+00:00,wuKhulu,@AbsaSouthAfrica @_ZeeMe Delayed response as always!After a day🤣
2022-12-26 13:16:40+00:00,AbsaSouthAfrica,@_ZeeMe Good day. Apologies for the delayed response. Our branches do not open on public holidays.
2022-12-26 12:21:01+00:00,The_Honorable1,@sa_lottery @AbsaSouthAfrica app does not support the daily lotto game.
2022-12-26 12:15:41+00:00,AbsaSouthAfrica,@rein_rebel Wow! Thanks for taking the time to express your gratitude 🤗 Have a great day and stay safe.
2022-12-26 12:07:25+00:00,Loga82165245,@AbsaSouthAfrica New Toys
2022-12-26 11:40:19+00:00,Yfm,"#HereForTheReady stories are about people who are ready to remake their world.

Follow Sandisiwe Mboxo's journey to upskill herself into a career through the @AbsaSouthAfrica upskill initiative.

Hear the full story in 3 languages now on the Y app. 🎧
That's Africanacity! https://t.co/s069HXVXoq"
2022-12-26 11:02:07+00:00,SlayingGoliath,"Reconnect with umndeni, kubemnandi. This festive, you can bank on @AbsaSouthAfrica to make the time spent with family really count. Not with Absa? Move today. #AbsaSummerOfICan https://t.co/uWRMFr0NOb"
2022-12-26 09:39:33+00:00,juliamanana1,resend send 10-digit withdrawal number @AbsaSouthAfrica
2022-12-26 09:37:01+00:00,kedilojaka,@AbsaSouthAfrica   i didn't receive your 10-digit withdrawal number   please send it here i have access pin only
2022-12-26 09:35:56+00:00,LLindawa,"Hi there,  I didn't receive  10-digit withdrawal number resend it before 30 December 2022.check DM @AbsaSouthAfrica"
2022-12-26 09:15:57+00:00,Derrick_Nakile,"I have outgrown this particular bank. I opened an account while still at varsity and it has been good. I’ve been a loyal client for almost 10-years.
I unfortunately need to bank with a bigger bank. 
@StandardBankZA @AbsaSouthAfrica @FNBSA
I’m a potential client…talk to me."
2022-12-26 09:00:08+00:00,AbsaSouthAfrica,"Squeeze in some pampering this festive season with our Absa Rewards partners. End the year on a relaxed note and earn real cash back when you use your Absa card at Camelot or Mangwanani Spa. 
#AbsaSummerOfICan https://t.co/gqes3sAbwn"
2022-12-26 08:08:26+00:00,JosephKgatle100,@AbsaSouthAfrica #ICanWithAbsa
