Date,User,FNB_Tweets
2022-12-29 11:26:19+00:00,ncuthwa90,"@gagasifm @FNBSA eWallet so convenient and quick to everyone. 😁 @gagasifm 
#FNBCashFreeSummer"
2022-12-29 11:25:36+00:00,HendriccahM,@FNBSA #LoveFNB
2022-12-29 11:24:45+00:00,thandiemartin,"@Heart1049FM #FNBCashFreeSummer 

I enjoy ewallet, it's safe, convenient and very easy to use.
@FNBSA https://t.co/zimboCn9Qq"
2022-12-29 11:23:40+00:00,Sir_MeliK,"@StandardBankZA I had asked for my SBD Life insurance cover to be taken off my account and top be reimbursed all my money 2 months ago and you have not done that, instead you have blocked my bank @FNBSA from disputing this so I can never receive my money."
2022-12-29 11:23:29+00:00,SnkFund,"@amofxtrading @FNBSA Also faced the same problem with this woman, I think she's racist. I wanna sue her. @FNBSA please do something about this."
2022-12-29 11:18:32+00:00,Erron_6,@Heart1049FM My favorite way to pay with the FNB app is Instant Payment #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 11:17:13+00:00,Shocked2022,@FNBSA The App has gone backwards in many aspects. Location is one. Not impressed by the new App certainly not an improvement for me
2022-12-29 11:16:07+00:00,AntwoordWeer,@Thabo14020629 @TheGypsyQ @FNBSA does this guy work for you? 🤔
2022-12-29 11:14:56+00:00,Duchess_Xolly,@ecr9495 @FNBSA Ewallet #FNBCashFreeSummer @FNBSA @ecr9495
2022-12-29 11:14:48+00:00,ModernDlozi,Anyone who can help with this and get @FNBSA 's attention please help. Enough is enough now!!! @2022AFRICA
2022-12-29 11:14:24+00:00,Duchess_Xolly,@ecr9495 @FNBSA Ewallet #FNBCashFreeSummer
2022-12-29 11:14:12+00:00,Dzivhu_ZA,@WizardKittySA @Bogozola @EugeneMt @FNBSA I'll take your word for it.
2022-12-29 11:13:39+00:00,ModernDlozi,"@FNBSA how do you allow an unknown company to steal money from your clients, in their bank account and all you have to  say is that you can't help or reverse the money. Nooo mahn you can do better"
2022-12-29 11:13:14+00:00,Glynis89549097,@FNBSA #LoveFNB #TheChangeables
2022-12-29 11:12:23+00:00,Carleso28,"#FNBGetPaid via Ewallet
#FNBCashFreeSummer
@FNBSA
@Heart1049FM"
2022-12-29 11:11:35+00:00,letseka_THE_kis,@FNBSA Hello still waiting  for my voucher since 16th December ...you guys aren't  responding to my DM's
2022-12-29 11:11:02+00:00,ModernDlozi,"How is it possible @FNBSA  that you can't help. Been at the bank for 2 hours, going from teller to teller, phone consultants referring us to 10 different people and still no help."
2022-12-29 11:10:02+00:00,Glynis89549097,E-wallet for me so easy and convenient there's no better way to say it #FNBCashFreeSummer @KFMza @FNBSA
2022-12-29 11:08:11+00:00,Glynis89549097,@ecr9495 @FNBSA E-wallet for me so easy and convenient there's no better way to say it #FNBCashFreeSummer  @ecr9495 @FNBSA
2022-12-29 11:07:18+00:00,Littleroc02,@FNBSA #LoveFNB 🤩
2022-12-29 11:07:08+00:00,ModernDlozi,@FNBSA my mother has been a loyal customer for years and the past few months she has had money disappear from her account and she isn't getting any help from you.
2022-12-29 11:07:07+00:00,Glynis89549097,@ecr9495 @FNBSA E-wallet for me so easy and convenient there's no better way to say it #FNBCashFreeSummer @ecr9495 @FNBSA
2022-12-29 11:06:23+00:00,FNBSA,"#TheChangeables Beach Clean-up is underway and we are proud to play our part in reducing waste in beaches across SA for a sustainable future for customers, employees, and the communities that we serve. 

Join us at a beach near you 😉
Learn more: https://t.co/C4v9T5ZtyH
#LoveFNB https://t.co/wbTD4I5Uow"
2022-12-29 11:05:59+00:00,LebogangMathb,"@Heart1049FM @Heart1049FM @FNBSA 
My favourite way of paying is using Tap to Pay 
Best way to shop and watch my savings pocket grow 
#FNBCashFreeSummer https://t.co/hZgmB6pCPC"
2022-12-29 11:05:27+00:00,ElemchosMaphara,@FNBSA why is taking so long for your call Centre to return calls? It's been 10 days now everytime we call them  they say an agent will call it's so unlike you your service  has really  gotten  bad
2022-12-29 11:05:08+00:00,LebogangMathb,"@Heart1049FM @FNBSA 
My favourite way of paying is using Tap to Pay 
Best way to shop and watch my savings pocket grow 
#FNBCashFreeSummer https://t.co/sNDylxTKXj"
2022-12-29 10:59:16+00:00,Mellisa15789221,My favorite way is E - wallet its safe and quick #FNB #FNBCashFreeSummer @Heart1049FM @FNBSA https://t.co/4qPKhPOQf7
2022-12-29 10:58:48+00:00,Mellisa15789221,My favorite way is E - wallet its safe and quick #FNB #FNBCashFreeSummer @Heart1049FM @FNBSA https://t.co/h7XGuJ8FAP
2022-12-29 10:55:13+00:00,adorable_chezz,@FNBSA Instant payment #FNBCashFreeSummer
2022-12-29 10:52:40+00:00,Nwa_Mbhombi,"@Heart1049FM @FNBSA #FNBCashFreeSummer 
E-wallet. All you need is a person's cell phone nr. Nothing simpler than that. And if you have an easy account the money goes straight to your account no need to wait long queues to access the money. https://t.co/cZZPdGgzFQ"
2022-12-29 10:52:39+00:00,Mandisa_Gonyoza,@FNBSA I forgot my easy zero pin 🙄
2022-12-29 10:50:25+00:00,elma_mercedes,@Heart1049FM @FNBSA Instant payment #FNBCashFreeSummer @Heart1049FM  @FNBSA
2022-12-29 10:49:39+00:00,ThandazaGal,"@FNBSA I send via E-Wallet 
#FnbCashFreeSummer"
2022-12-29 10:48:48+00:00,raggie_786,I love fnb eWallet its quick and easy to get paid and have cash immediately 💸 #FnbCashFreeSummer @Heart1049FM @FNBSA https://t.co/ZcdEDCc4rT
2022-12-29 10:47:01+00:00,chrxxmas,"@947 @FNBSA
I've just misplaced my bank card, and it's been stressing me a bit, but luckily I could make my payments with one of FNBs many payment options like using my virtual card to tap and pay from the FNB App. Game change for me.
#FNBCashFreeSummer"
2022-12-29 10:44:45+00:00,Ozbnoxious,I been say. @FNBSA’s service is in tatters. They’re the barrier between me and receiving payments for the first time in 11 yrs; 37? Asooze tuu!! https://t.co/OgLcEejpxG
2022-12-29 10:44:09+00:00,mamickay,@EugeneMt @FNBSA have been using it for more than 10 years but I got disappointed when a friend lost 380k from her fnb acc and she was told they can’t trace where the money went. She is living with depression as we speak
2022-12-29 10:42:41+00:00,ItsOnlySundae,@Heart1049FM eWallet is safe and hassle free by far is the @FNBSA app user friendly #FNBCashFreeSummer @Heart1049FM
2022-12-29 10:42:16+00:00,Shibu052,@FNBSA @Mshengu_Ndaole #FNBCashFreeSummer real-time payments can make life easier as I make payments using my phone wherever I am without worrying about safety #LoveFNB
2022-12-29 10:40:35+00:00,neo_kagiso,@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA Exactly my concern...
2022-12-29 10:39:06+00:00,_phindy_m,"So transactions done on the 25th and 26th have reflected all on 28th and @FNBSA has out a hold on my account for the exceeding my daily limit as if it was my fault that 3 days transactions now reflect as one day 

I’ve been at their branch for 2 hours now no one seems to know"
2022-12-29 10:37:58+00:00,RodVoskuil,"It cannot be that in 2022 almost 2023 it takes 4 whole days to transfer money from one bank to another, public holidays or not. Why is this still common practice? We live in an electronic age! @StandardBankZA @FNBSA @CapitecBankSA @Nedbank @tymebankza @Discovery_SA"
2022-12-29 10:37:00+00:00,Hlogi_Chaane,"@Heart1049FM eWallet is my favourite way to pay because it allows FNB customers to send money to anyone with a valid Cellphone number,even if they don't have a bank account.The money is transferred instantly and can be used to withdraw cash from FNB ATMs#FNBCashFreeSummer @Heart1049FM 
@FNBSA"
2022-12-29 10:36:22+00:00,Biqilz,@FNBSA #FNBCashFreeSummer no need to remember account numbers when you can just check your card or cellphone number #LoveFNB
2022-12-29 10:34:51+00:00,TerM12__,@Heart1049FM Instant payments 👏 #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 10:34:35+00:00,gqakhwe,"@EugeneMt Same here brother FNB sucks,  they deducted 1000% they claimed its forex charges when the transaction was a duplicate and cancelled.

When I query no one is will to assist i am minus R15K for cancelation of 2 duplicate forex yet I was also charged 4 de correct 1

@FNBSA u useless"
2022-12-29 10:33:24+00:00,Khanyis86487241,@FNBSA Convenient and Safe...didn't have too carry any bank card ..time for change... #FNBCashFreeSummer #LoveFNB
2022-12-29 10:32:59+00:00,Shibu052,@Heart1049FM My favourite way to pay is using FNB Virtual Card it safe to use and user friendly. I recently taught my grandmother about it and she understood it easily... #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 10:32:40+00:00,Shibu052,My favourite way to pay is using FNB Virtual Card it safe to use and user friendly. I recently taught my grandmother about it and she understood it easily #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 10:32:22+00:00,Shibu052,@Heart1049FM My favourite way to pay is using FNB Virtual Card it safe to use and user friendly. I recently taught my grandmother about it and she understood it easily #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 10:32:21+00:00,ThabisoZulu7,@Madam_PB @FNBSA as a test analyst
2022-12-29 10:28:24+00:00,Auwemasekind,"5 Easyways to Pay with FNB APP:
1. Instant payment
2. e-wallet
3. Tap to pay
4. Chatpay
5. Scan to pay

I like to get paid with the e-wallet..
#FNBcashfreesummer

@FNBSA
#FNBSA
@IAmJoziFm
#JoziFM https://t.co/ycoas4F3TR"
2022-12-29 10:28:10+00:00,Littleroc02,@FNBSA #HelpYourself #LoveFNB
2022-12-29 10:25:09+00:00,Auwemasekind,"#FNBcashfreesummer

5 Easyways to Pay with FNB APP:
1. Instant payment
2. e-wallet
3. Tap to pay
4. Chatpay
5. Scan to pay

I like to get paid with the e-wallet..

#FNBcashfreesummer
@FNBSA
#FNBSA
@IAmJoziFm
#JoziFM https://t.co/cr89NZDkf6"
2022-12-29 10:24:53+00:00,Vuyiswa84572634,@Heart1049FM Favorite way is getting paid by ewallet.... It's an immediate payment #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 10:24:33+00:00,Mr_raps16,@FNBSA But what the reason to not answer our DMs?
2022-12-29 10:21:42+00:00,Qetello_M,"@Heart1049FM eWallet, it's safe, convenient and very easy to use. @FNBSA #FNBCashFreeSummer"
2022-12-29 10:20:08+00:00,Moush7501,@FNBSA #LoveFNB
2022-12-29 10:19:53+00:00,anati_maharaj,"@Heart1049FM @FNBSA My favorite way to get paid with fnb is Ewallet it's easy n convenient for me
#FNBCashFreeSummer"
2022-12-29 10:19:40+00:00,mahlasedisama,@gagasifm @FNBSA eWallet #FNBCashFreeSummer @gagasifm @FNBSA
2022-12-29 10:17:32+00:00,GilbertBopape,@FNBSA #HeplYourself
2022-12-29 10:16:40+00:00,Glynis89549097,@FNBSA #HelpYourself with #LoveFNB
2022-12-29 10:16:33+00:00,mahlasedisama,"@Heart1049FM eWallet is my Favourite way to get paid as it is easy and convenient. 
#FNBCashFreeSummer @Heart1049FM @FNBSA"
2022-12-29 10:16:29+00:00,YoungPoetic_YPN,"@Heart1049FM Scan to Pay is my go to
#FNBCashFreeSummer @Heart1049FM @FNBSA"
2022-12-29 10:15:36+00:00,Najuma65731390,@FNBSA #HelpYourself  #LoveFNB
2022-12-29 10:14:21+00:00,MissD31283,"@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA Had the same issue with, @FNBSA they did it 3 months in a row, I haven't had a bounced debit order in 7 years, lord knows how this affected my credit rating - they have apologized, but say nothing about the impact on my credit score"
2022-12-29 10:14:16+00:00,NathiRix,@FNBSA #LoveFNB
2022-12-29 10:14:06+00:00,NathiRix,"@Heart1049FM Ewallet method is the best as I get to send money to anyone with a cell phone number 
#FNBCashFreeSummer @Heart1049FM @FNBSA"
2022-12-29 10:13:45+00:00,thatcatladysaar,"@Heart1049FM @FNBSA Definitely love the GEO payment feature, super simple, quick &amp; convenient 🥳 #FNBcashfreesummer https://t.co/Bt1iGLIVlt"
2022-12-29 10:12:50+00:00,BothJohann,@FNBSA where do we report phishing FNB websites? Got a phishing sms askung me to put my details in here: https://t.co/04aAsFzjHX
2022-12-29 10:10:01+00:00,Hlogi_Chaane,"@Heart1049FM eWallet is my favourite way to pay because it allows FNB customers to send money to anyone with a valid Cellphone number, even if they don't have a bank account.The money is transferred instantly and can be used to withdraw cash from FNB ATMs #FNBCashFreeSummer@Heart1049FM @FNBSA"
2022-12-29 10:06:54+00:00,MxolisiDumisa,These stupid scammers they taking chances with me @daly what ever but they say ma having a personal loan with @FNBSA sies.I won't block this number I insult them.
2022-12-29 10:06:30+00:00,VissageBon,@Rb__sa @EugeneMt I bank with @FNBSA but the horror stories I keep hearing with this bank make me worry. https://t.co/ERDXqPGPfX
2022-12-29 10:06:24+00:00,AshtonObery,@Heart1049FM @FNBSA eWallet #FNBCashFreeSummer
2022-12-29 10:06:10+00:00,AshtonObery,@ecr9495 @FNBSA eWallet #FNBCashFreeSummer 😉🥰
2022-12-29 10:06:06+00:00,MalindyLeeh,@FNBSA #FNBCashFreeSummer #LoveFNB
2022-12-29 10:05:40+00:00,AshtonObery,@947 @FNBSA eWallet #FNBCashFreeSummer
2022-12-29 10:03:29+00:00,yamkelampini,@FNBSA #lovefnb
2022-12-29 10:03:01+00:00,MokonePhaahle,@FNBSA #LoveFNB
2022-12-29 10:02:29+00:00,BrightSide1994,@947 @FNBSA @947 @FNBSA  for myself and my Clients #EWallet is  most convenient https://t.co/ls5hOtmNwe
2022-12-29 10:00:49+00:00,Dumie_Mbambo,"@FNBSA Real Time Payment Really Made things easy, convenient to make Immediate Payment using thier Card number only it really a Game Changer. The Fact that I don't have to leave my Holiday to Deposit funds at the ATM it made my Life really easy. No need to carry Cash.
#FNBCashFreeSummer"
2022-12-29 10:00:30+00:00,FNBSA,Avoid JanuWorry by planning in December. Include your January expenses in your December budget and keep your holiday expenses to a minimum. You should keep your January money in a separate savings account that earns interest. Make better money decisions with FNB’s #HelpYourself https://t.co/VlSDc10wZO
2022-12-29 09:58:34+00:00,BeverleyAntho16,"@gagasifm @FNBSA eWallet. easy to use 
#FNBCashFreeSummer 
@FNBSA  
@gagasifm"
2022-12-29 09:54:53+00:00,TonnyMN51915191,"@FNBSA Real Time Payments have helped me with convenience of not having to carry cash around and being able to transact online with my cellphone.
#FNBCashFreeSummer
#LoveFNB https://t.co/FMW0YIYk0c"
2022-12-29 09:53:54+00:00,amandawilma1,@FNBSA EWallet is safe and convenient #FnbCashFreeSummer #LoveFNB @FNBSA
2022-12-29 09:53:16+00:00,vhalitshi,"@Bohlatse_ @FNBSA And FNB will delay updating those balances shem, while you look at them and regret your spending that this is what I did vele. This is the difference I caused 🤣🤣"
2022-12-29 09:52:51+00:00,VumaniRadebe,@FNBSA I prefer ewallet because it is safe and convenient #FnbCashFreeSummer
2022-12-29 09:51:21+00:00,cuzzi_ga,@Heart1049FM Geo payments on the FNB App are the easiest way to pay back co-workers that you owe for lunch! #FNBCashFreeSummer @FNBSA @Heart1049FM https://t.co/acpznTUVsi
2022-12-29 09:50:23+00:00,cuzzi_ga,@gagasifm @FNBSA Geo payments on the FNB App are the easiest way to pay back co-workers that you owe for lunch! #FNBCashFreeSummer @FNBSA @gagasifm https://t.co/4sMG5NNQBX
2022-12-29 09:50:14+00:00,LucruciaSikwane,"@Heart1049FM Ewallet, easy and convenient.  

#FNBCashFreeSummer @FNBSA @Heart1049FM https://t.co/Jpj6d00XFp"
2022-12-29 09:49:01+00:00,LennyZee_Mmenu,"@Heart1049FM eWallet. It is fast, safe and convenient to use @Heart1049FM @FNBSA #FNBCashFreeSummer"
2022-12-29 09:48:36+00:00,bianca_s_g,@FNBSA @Rb__sa unable to book a flight on the app. This has resulted in retries and an increase in prices. SHOCKING service from @FNBSA.
2022-12-29 09:46:43+00:00,MokweleValencia,@FighterJabu @EugeneMt @FNBSA I have long left this useless @FNBSA bank. They claimed I owed a hedious amount within a few months as a result of a few failed debit orders. I am with @Nedbank and life has since been good
2022-12-29 09:46:13+00:00,JayMabrrr,"@FNBSA I am able to do Ewallet anywhere anytime
#FNBCashFreeSummer 
#LoveFNB"
2022-12-29 09:44:43+00:00,Ntxna,@Bohlatse_ @FNBSA 😭😭😭 E fedile chelete?
2022-12-29 09:44:39+00:00,vero_stha,@Heart1049FM @FNBSA It has to be tap and pay. I can use my app even when I don't have my card #FNBCashFreeSummer
2022-12-29 09:43:51+00:00,Gladnes36834129,@FNBSA #LoveFNB
2022-12-29 09:40:35+00:00,Sefako_Boipelo,"@FNBSA #FNBCashFreeSummer
Real time makes life easier cause i can send money anywhere i want or receive especially this time #LoveFNB"
2022-12-29 09:40:30+00:00,ClementMhlang12,@HlongweKenny @EugeneMt @FNBSA I went through that Hell and they keep changing them the so called Private Bankers. I ended up downgrading the Account and now I  am a real Private Client at Standard Bank.
2022-12-29 09:39:44+00:00,MelV_Narrow,"@EugeneMt Personally, I would never move to @Nedbank. I’ve had the worst experience with them. Especially MFC! I would never want to see myself getting approval from them once I’m done with my car ka March next year! Ke shapo! @FNBSA has been treating me so well! 🙏🏾 I’m happy 🤞🏾"
2022-12-29 09:38:25+00:00,Glynis89549097,@FNBSA #LoveFNB
2022-12-29 09:38:19+00:00,Mshengu_Ndaole,"@FNBSA Instant Payment
#FNBCashFreeSummer"
2022-12-29 09:38:14+00:00,Ilove21356758,"@KFMza @FNBSA Ewallet is my favourite way to get paid, easy, fast and convenient😊
#FNBCashFreeSummer @KFMza @FNBSA"
2022-12-29 09:37:20+00:00,KKhumelo,"@FNBSA Ewallet 
#LoveFNB"
2022-12-29 09:37:04+00:00,Bohlatse_,"@mashoto_ @FNBSA Mashoto otlolla, i saw available balance ke le groove I was like, ke sale sharp moss😭🤣"
2022-12-29 09:36:31+00:00,KKhumelo,"@Heart1049FM I would choose Ewallet always because it's easy,safe and convenient to use 
#FNBCashFreeSummer 
@Heart1049FM 
@FNBSA"
2022-12-29 09:36:09+00:00,Ilove21356758,"@Heart1049FM #FNBCashFreeSummer 

I enjoy ewallet, it's safe, convenient and very easy to use.
@FNBSA"
2022-12-29 09:35:59+00:00,CalvinBless1,"@gagasifm @FNBSA My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @gagasifm"
2022-12-29 09:34:59+00:00,Mamfimfi4,@Madam_PB @FNBSA as a Recruitment Administrator
2022-12-29 09:34:28+00:00,phindyhle,"@947 @FNBSA Tap2Pay is my favourite 
#FNBCashFreeSummer  @FNBSA  @947"
2022-12-29 09:33:34+00:00,Bonolo51673024,"@Heart1049FM I prefer the Ewallet, Its convenient and very easy to use💸💸💸
#FNBCashFreeSummer @Heart1049FM @FNBSA"
2022-12-29 09:33:33+00:00,Georgekhoza007,"@FNBSA Real time payment makes my summer  life easy at the beach, as I just do ewallet to my number and leave all my gadgets including my purse, knowing that when I need cash, I have it in my number 

#FNBCashFreeSummer
#LoveFNB https://t.co/DjAMquwQFy"
2022-12-29 09:30:43+00:00,mashoto_,"@Bohlatse_ @FNBSA Don't remove it besties, @FNBSA 🫣"
2022-12-29 09:30:42+00:00,nonit33,"@Heart1049FM eWallet. It's super fast, easy to use and convenient.
#FNBCashFreeSummer 
@FNBSA 
@Heart1049FM"
2022-12-29 09:30:27+00:00,Somkhanda_S,@EugeneMt Same experience with @FNBSA sir
2022-12-29 09:28:46+00:00,RuthCoggin,"@FNBSA @FNBSA What's the point of ""global solutions"" if you and DHA can't get your act together over appointments for biometrics? Wasted time &amp; money to find that DHA is not at FNB's Glen branch cos DHA is closed. Thanks for nothing FNB &amp; DHA."
2022-12-29 09:28:10+00:00,MuilaThompho,"@FNBSA Abigail from fnb mall of the north
The service was good, she is so professional and friendly"
2022-12-29 09:27:52+00:00,Bohlatse_,"The confusion between current balance and available balance has started.

@FNBSA please remove this."
2022-12-29 09:27:50+00:00,MananaMofokeng8,"@FNBSA My favorite way with Fnb App is sending an ewallet to my younger brother whose at TUT ,it's very convenient and safe. It's a seamless option and can be used for any reason such as birthdays and LeftWalletAtHome etc so it helps alot.
#FNBCashFreeSummer
 
@FNBSA ............"
2022-12-29 09:27:23+00:00,Tsebanglehong,"@FNBSA Instant Payments

Enables FNB and RMB Private Bank customers to send money to family and friends by simply entering their card number, irrespective of where the recipient banks

#FNBCashFreeSummer
#LoveFNB"
2022-12-29 09:27:08+00:00,MananaMofokeng8,"My favorite way with Fnb App is sending an ewallet to my younger brother whose at TUT ,it's very convenient and safe. It's a seamless option and can be used for any reason such as birthdays and LeftWalletAtHome etc so it helps alot.
#FNBCashFreeSummer
 @Heart1049FM
@FNBSA ..."
2022-12-29 09:26:50+00:00,BlerkClaudine,"@FNBSA Real time payments has helped me by paying my husband money to pay my clothing account...
#FNBCashFreeSummer"
2022-12-29 09:26:28+00:00,MananaMofokeng8,"@Heart1049FM My favorite way with Fnb App is sending an ewallet to my younger brother whose at TUT ,it's very convenient and safe. It's a seamless option and can be used for any reason such as birthdays and LeftWalletAtHome etc so it helps alot.
#FNBCashFreeSummer
 @Heart1049FM 
@FNBSA ......"
2022-12-29 09:25:24+00:00,CalvinBless1,"@Heart1049FM My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @Heart1049FM"
2022-12-29 09:25:11+00:00,CalvinBless1,"My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @ecr9495"
2022-12-29 09:25:10+00:00,knaidoo8,"@FNBSA #fnbcashfreesummer no bulky bag,  just my phone and I can pay easily with the tap to pay option."
2022-12-29 09:24:59+00:00,CalvinBless1,"My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @KFMza"
2022-12-29 09:24:45+00:00,CalvinBless1,"My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @947"
2022-12-29 09:24:40+00:00,nqobileNkanyezi,eWallet is my favorite way to get paid @KFMza @FNBSA #FNBCashFreeSummer
2022-12-29 09:24:29+00:00,CalvinBless1,"My favourite way to pay has to ve the Chatpay as customers can pay or request payments from FNB or RMS customer using the FNB App chat functionality,by just using the customer's number. #FNBCashFreeSummer @FNBSA @Heart1049FM"
2022-12-29 09:24:24+00:00,MurendeniMagaba,"I prefer the wallet method. Its convenient and very easy to use.
#FNBCashFreeSummer @Heart1049FM @FNBSA https://t.co/29pqKVj24U"
2022-12-29 09:24:14+00:00,Papirazz,"My favourite way to pay nor getting getting paid with FNB Pay has to be the E-Wallet as it is very convenient at your fingertips as you can also enjoy the convenience of swiping 💳 instead of withdrawing. 😉 @ecr9495
@FNBSA
#FNBCashFreeSummer https://t.co/eVGuB2KmZG"
2022-12-29 09:24:06+00:00,MurendeniMagaba,"@Heart1049FM I prefer the wallet method. Its convenient and very easy to use.
#FNBCashFreeSummer @Heart1049FM @FNBSA https://t.co/gVU7QLDCUW"
2022-12-29 09:23:34+00:00,RuthCoggin,"@FNBSA, DHA. Hard to decide which party is more useless for not advising that booked appointment to get passport biometrics cancelled bec DHA on holiday. Waste of my time &amp; money."
2022-12-29 09:22:46+00:00,knaidoo8,@FNBSA Click to pay is a safe hassle free payment method for online shopping. #LoveFNB
2022-12-29 09:19:27+00:00,Mosikari,"@EugeneMt I was planning to leave @AbsaSouthAfrica and move to @FNBSA, based on these reviews I think @Nedbank will do."
2022-12-29 09:19:03+00:00,TswelopelePH,@947 @FNBSA Definitely eWallet and Geo payment! @947 #FNBCashFreeSummer
2022-12-29 09:17:12+00:00,GodfreyBz10,E-Wallet is the best! It's so convenient &amp; extremely safe  #FNBCashFreeSummer  @FNBSA @Heart1049FM.......
2022-12-29 09:14:58+00:00,SharonMotata,"prefer ewallet it's much easier and safer 💙💙

@Heart1049FM

@FNBSA

#FNBCashFreeSummer"
2022-12-29 09:14:44+00:00,QueenLorraine01,"@FNBSA #FNBCashFreeSummer 
It's a convenient way to make payments without having the hussle of looking for the account number and probably missed the payment agreement time."
2022-12-29 09:14:39+00:00,Amanda20006559,"@gagasifm @FNBSA ewallet is my favourite way to pay or get paid
#FNBCashFreeSummer @gagasifm @FNBSA"
2022-12-29 09:14:27+00:00,GodfreyBz10,@Heart1049FM @FNBSA E-Wallet is the best! It's so convenient &amp; extremely safe  #FNBCashFreeSummer  @FNBSA @Heart1049FM.......
2022-12-29 09:14:21+00:00,SharonMotata,"I prefer ewallet it's much easier and safer 💙💙 

@ecr9495

@FNBSA

#FNBCashFreeSummer"
2022-12-29 09:14:17+00:00,GodfreyBz10,@Heart1049FM E-Wallet is the best! It's so convenient &amp; extremely safe  #FNBCashFreeSummer  @FNBSA @Heart1049FM.......
2022-12-29 09:13:48+00:00,SharonMotata,"I prefer ewallet it's much easier and safer ❤️❤️ 

@947

@FNBSA

#FNBCashFreeSummer"
2022-12-29 09:13:28+00:00,craigmoses14,"@Heart1049FM I used the E- wallet function today, quick and easy #FNBCashFreeSummer @Heart1049FM @FNBSA"
2022-12-29 09:13:25+00:00,Ruthayzia_23,@FNBSA #FNBCashFreeSummer #LoveFNB https://t.co/2nCZZyo2uR
2022-12-29 09:12:43+00:00,Ruthayzia_23,@FNBSA #FNBCashFreeSummer
2022-12-29 09:12:08+00:00,Brent05771753,@FNBSA #LoveFNB    #FNBCashFreeSummer
2022-12-29 09:11:49+00:00,KATZKATZ17,"@FNBSA #lovefnb #FNBCashFreeSummer 
During this festive season its risky to carry you wallet around,online transactions is the best in this case.just with your phone"
2022-12-29 09:10:57+00:00,Littleroc02,@FNBSA #FNBCashFreeSummer #LoveFNB
2022-12-29 09:10:57+00:00,Mxolisi76107804,@FNBSA It a busy time now since it festive season so carrying cash or wallet with not safe so i do remotely with using instant payment all thanks to #lovefnb
2022-12-29 09:08:10+00:00,Elsie18809127,@FNBSA #LoveFNB
2022-12-29 09:08:04+00:00,tasquane,@FNBSA #LoveFNB #FNBCashFreeSummer
2022-12-29 09:07:26+00:00,ms_makadp,@Heart1049FM eWallet is my favourite easy to use #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 09:07:05+00:00,JosephKgatle100,@FNBSA #LoveFNB
2022-12-29 09:06:46+00:00,ms_makadp,@Heart1049FM eWallet is my favourite easy to use #FNBCashFreeSummer @FNBSA @Heart1049FM
2022-12-29 09:06:25+00:00,MoshidiSalome,@FNBSA #LoveFNB
2022-12-29 09:06:25+00:00,yamkelampini,@FNBSA #lovefnb
2022-12-29 09:05:44+00:00,FNBSA,"Forgot an account number? Worry not 😉 Make real-time payments to anyone with Instant Pay using only their card number 👊​

Tell us using #FNBCashFreeSummer how real-time payments can make life easy.​

#LoveFNB https://t.co/fBd7YnHR1y"
2022-12-29 09:04:55+00:00,alvinpeterson2,#FNBCashFreeSummer my favourite way of paying people is ewallet. Its easy fast and people get their money instantly. @Heart1049FM @FNBSA
2022-12-29 09:02:59+00:00,HerQueenGirl,"@Heart1049FM FNB gave me a breather when they introduced the FNB virtual card , it's hassle free and a very convenient way to pay on the go than paging through your wallet looking for that physical card 😁 #FNBCashFreeSummer @FNBSA @Heart1049FM https://t.co/vslVGBLbmU"
2022-12-29 09:02:52+00:00,MazuluHope,"@Heart1049FM @FNBSA My favorite way to pay and get paid using the FNB App is definitely eWallet. 🤗👌
#FNBCashFreeSummer 
@Heart1049FM  
@FNBSA. https://t.co/sUQKMHcRFg"
2022-12-29 09:01:14+00:00,nellamugoni,"@Rb__sa The left hand doesn’t know what the right hand is doing @FNBSA

Internal coordination needs improving to avoid duplication, delays and client frustration

I’ve been disappointed with @FNB since July

Your bank’s conduct continues to damage my credibility 

After this, I’m leaving"
2022-12-29 09:00:32+00:00,Pheloendy,"@Heart1049FM @FNBSA it's a SpeedeQR for me it's fast,Accurate and safe"
2022-12-29 08:58:59+00:00,YungDenzee,@Heart1049FM E-wallet. More convenient @FNBSA #FNBCashFreeSummer
