Date,User,Standard_Tweets
2022-12-30 10:04:18+00:00,StandardBankZA,"@Ke_Moks Hi Thapelo, we have responded to your DM💙."
2022-12-30 10:01:45+00:00,LesediMets,"@Ke_Moks @StandardBankZA What’s the matter baby, please DM me"
2022-12-30 10:00:54+00:00,WhoGonnaCheck6,@StandardBankZA May I please get assistance with setting my app..The numbers appearing for OTP aren't mine and it's not giving me am option to change them
2022-12-30 10:00:22+00:00,sa_lottery,"Congratulations to 18 Banking App #DlalaMoreWinaMore winners who won R25,000 each this week after playing on the @FNBSA, @CapitecBankSA, @StandardBankZA, and @AbsaSouthAfrica banking apps. https://t.co/Zr9qbBspaT"
2022-12-30 09:56:15+00:00,DarrenGallagh24,@malukubabe @StandardBankZA Well done 😎👍
2022-12-30 09:55:59+00:00,Deepak21g,"@StandardBankZA About an hour ago,no sms confirmation but it does reflect on my app"
2022-12-30 09:54:18+00:00,StandardBankZA,"@Deepak21g Hi Deepak Ganesh, when did you make the immediate payment and at what time?"
2022-12-30 09:53:34+00:00,Ke_Moks,"Hi, please check Dm. It’s urgent. Thanks. @StandardBankZA"
2022-12-30 09:52:37+00:00,wandilek,@malukubabe @StandardBankZA Great job MaGumbi🥳❤️
2022-12-30 09:49:57+00:00,Mamje4,@malukubabe @StandardBankZA Last Friday of 2022 still going strong🔥👌
2022-12-30 09:47:14+00:00,StandardBankZA,"@_AlexAmos Hi Alex, we currently do not have any confirmed issues. May you please advise on the error you are encountering?"
2022-12-30 09:45:47+00:00,BuyiselwaNjoli,@StandardBankZA #BecauseUCount #HowAboutNowSummer https://t.co/oPpV6nHu3m
2022-12-30 09:41:11+00:00,dube_lindi,@StandardBankZA why am I being charged R450 for an express delivery of a card delivery. Firstly you cannot penalize me for your internal errors and secondly I asked to pick up the card at the branch not delivery. You just dectuted without communication as well😠😠😡
2022-12-30 09:40:28+00:00,ninibunu,@malukubabe @StandardBankZA Well done Sthandwa ❤️
2022-12-30 09:39:01+00:00,Deepak21g,@StandardBankZA @DityroLekola Immediate Payment made fron From standard bank to @CapitecBankSA
2022-12-30 09:38:05+00:00,StandardBankZA,"@Sir_MeliK Hi, we are happy to assist. Kindly DM us your ID/ Policy Number together with your contactable numbers and we will arrange for a consultant to contact you and assist."
2022-12-30 09:36:42+00:00,Deepak21g,@StandardBankZA @DityroLekola I am have the  same problem
2022-12-30 09:34:18+00:00,StandardBankZA,@DityroLekola Hi Ty. When did you make this immediate payment and at what time?
2022-12-30 09:32:23+00:00,StandardBankZA,"@SkhumbaThole Hi Skhumba, we apologise for any inconvenience caused, which department has been contacting you ?"
2022-12-30 09:30:08+00:00,Phat_Sii,"@StandardBankZA ✈️
#HowAboutNowSummer  @StandardBankZA"
2022-12-30 09:30:02+00:00,MaGatsheniLo,@StandardBankZA @StandardBankZA 👟 #HowAboutNowSummer
2022-12-30 09:29:45+00:00,MaGatsheniLo,@StandardBankZA 👟 #HowAboutNowSummer @StandardBankZA
2022-12-30 09:28:32+00:00,MaGatsheniLo,@StandardBankZA 👟 #HowAboutNowSummer
2022-12-30 09:28:04+00:00,iamtsheps,"@DataJayInTech @StandardBankZA 

Amen 🙏🏽"
2022-12-30 09:26:45+00:00,_AlexAmos,Is @StandardBankZA down again? They seem to be offline more than online these days.
2022-12-30 09:21:12+00:00,Pabi_Modupi,@Madam_PB @lyricsplug @CityofJoburgZA @CityTshwane @Investec @FNBSA @Nedbank @StandardBankZA 😢❤️
2022-12-30 09:15:37+00:00,StandardBankZA,"@KajonaSimon Hi @KajonaSimon, kindly read the terms and conditions and pricing guide of your account to understand the charges incurred. To avoid this, please close your account at your nearest branch."
2022-12-30 09:09:41+00:00,SkhumbaThole,"@StandardBankZA I'm sick and tired of you keep calling me and I keep explaining to you one and the same thing, I don't understand why Standard not check their records before calling people this totally rubbish"
2022-12-30 09:02:18+00:00,KhuleMalandela,@StandardBankZA my weekly mission #BecauseUCount #HowAboutNowSummer
2022-12-30 08:59:42+00:00,KhuleMalandela,"Goodbye 2022 I spent so much money on petrol 🙃🙃
As you know the journey starts with @Caltexsa before I hit the road and #UCount Rewards Points is there to give up to R10 back, sound nice neh
@StandardBankZA #ItCanBe https://t.co/2sCtezBCn6"
2022-12-30 08:59:13+00:00,StandardBankZA,@cishimpi How sure are you of this answer? #BecauseUCount #HowAboutNowSummer
2022-12-30 08:58:18+00:00,StandardBankZA,@Percy_Golden We have received your DM and we will attend to it shortly. 💙
2022-12-30 08:57:46+00:00,StandardBankZA,@Percy_Golden We have received your DM and we will attend to it shortly. 💙
2022-12-30 08:55:51+00:00,malukubabe,@J042655 @StandardBankZA Thanks Thabiso 💕
2022-12-30 08:54:08+00:00,StandardBankZA,"@__Reabetswe__ Right on the money, Reabetswe. #HowAboutNowSummer #BecauseUCount"
2022-12-30 08:50:52+00:00,StandardBankZA,"@AweSomeRosa We apologise for the back and forth, rest assured our team will be in contact with you."
2022-12-30 08:50:47+00:00,StandardBankZA,"@216425261_zama That's correct, Lonke's Daddy. #BecauseUCount #HowAboutNowSummer"
2022-12-30 08:50:32+00:00,StandardBankZA,"@jljordaan Hello Jarrett, please clear your cookies, cache and browser history. Making sure that your time is set to all time. Please ensure you are using a stable network connection. 💙"
2022-12-30 08:49:56+00:00,StandardBankZA,"@boitshepoo_ Thank you for allowing us the opportunity to look into your matter. 
The Business team have confirmed they have been in contact with you and the matter has been resolved."
2022-12-30 08:48:24+00:00,StandardBankZA,"@annedriver11 Sounds about right, Anne. How do you know? #HowAboutNowSummer #BecauseUCount"
2022-12-30 08:48:13+00:00,Percy_Golden,@StandardBankZA Please check dm
2022-12-30 08:47:06+00:00,Percy_Golden,@StandardBankZA Sis I’ve been calling you guys since 8am and I’m not being assisted
2022-12-30 08:46:18+00:00,StandardBankZA,"@Percy_Golden Hi Lindokuhle, this sounds concerning, and we would like to understand what prompts you to say this. Could you give us more context on this matter so we may assist you appropriately ?"
2022-12-30 08:42:49+00:00,Percy_Golden,@StandardBankZA your people don’t wanna work shem please assist yhu
2022-12-30 08:39:26+00:00,J042655,@malukubabe @StandardBankZA Well done champ 👏👏💪
2022-12-30 08:35:18+00:00,malukubabe,@kaola23 @StandardBankZA Thanks abuti waka 🥰
2022-12-30 08:35:15+00:00,KingTsholo012,@malukubabe @StandardBankZA Bona without hesitation 😉👌
2022-12-30 08:35:04+00:00,malukubabe,@dominomafs @StandardBankZA Thanks Dominic 💕
2022-12-30 08:35:01+00:00,rpinard60,"Thank you, #StandardBank! The best way to earn loyalty for me is via #ucount - Whether it is using my card, via Goals and Gains or fuel rewards, it is just the best! 
@StandardBankZA https://t.co/JtACs7e12d"
2022-12-30 08:34:49+00:00,malukubabe,@Mulatimbk @StandardBankZA Thanks sthandwa 💐
2022-12-30 08:34:41+00:00,malukubabe,@ShaneJeremy1 @StandardBankZA ❤️❤️❤️
2022-12-30 08:34:21+00:00,malukubabe,@KingTsholo012 @StandardBankZA I have great cheerleaders👊
2022-12-30 08:34:03+00:00,malukubabe,@Ofentse06642146 @StandardBankZA Thanks O 💕
2022-12-30 08:33:49+00:00,malukubabe,@MrAmusaa @StandardBankZA Thanks Njekwa 💕
2022-12-30 08:33:35+00:00,malukubabe,@CornyLedwaba @StandardBankZA Thanks lover 💕
2022-12-30 08:33:21+00:00,malukubabe,@PMmukheli @StandardBankZA Thanks Peter 💕
2022-12-30 08:33:12+00:00,malukubabe,@RonaldMathe4 @StandardBankZA Honey ❤️
2022-12-30 08:33:03+00:00,malukubabe,@khensiPetu @StandardBankZA Thanks Khens 💞
2022-12-30 08:32:56+00:00,malukubabe,@ledibane_teboho @StandardBankZA Thsbks Tebza 💞
2022-12-30 08:25:42+00:00,StandardBankZA,"@JacobusPienaars Hi Jacobus, we apologise for the long waiting period. May you please send us a DM with your contact details."
2022-12-30 08:24:04+00:00,annedriver11,"@StandardBankZA Earn up to R10 back in reward points per litre of fuel and oil at caltex 
#BecauseUCount 
#HowAboutNowSummer"
2022-12-30 08:20:19+00:00,ledibane_teboho,@malukubabe @StandardBankZA Nicely done Jabulile.
2022-12-30 08:17:44+00:00,BestSiyaEver,@Tommy_Lunna @StandardBankZA Why aren't you on the app Luna?
2022-12-30 08:15:14+00:00,JacobusPienaars,@StandardBankZA Once again... Waiting and waiting at a branch for something that can only be done at the branch. Bedfordview this time. You really are a crap bank.
2022-12-30 07:58:51+00:00,khensiPetu,@malukubabe @StandardBankZA Well done babe
2022-12-30 07:56:19+00:00,jljordaan,@StandardBankZA Tried to make payment through the entertainer app and got that error.
2022-12-30 07:56:10+00:00,AweSomeRosa,"@StandardBankZA After 28 days, you are still looking for details? Is this some sort of a joke?"
2022-12-30 07:54:33+00:00,RonaldMathe4,@malukubabe @StandardBankZA Babe 😍😍😘
2022-12-30 07:54:11+00:00,216425261_zama,"@StandardBankZA R10
 #BecauseUCount
 #HowAboutNowSummer"
2022-12-30 07:50:07+00:00,PMmukheli,@malukubabe @StandardBankZA Well done Ma'Gumbi 👏👏👏
2022-12-30 07:43:48+00:00,Thobeka_Cupcake,@StandardBankZA said this ain't true. Be careful people.
2022-12-30 07:37:01+00:00,Lindsay95419025,@StandardBankZA Apologies for the delayed follow up - still can't do this via the normal channels - and now been handed over to lawyers!!  PM you now with details.  Thank you
2022-12-30 07:29:27+00:00,BNellamaren,@Madam_PB @CityofJoburgZA @DeloitteSA @StandardBankZA @Clicks_SA
2022-12-30 07:27:47+00:00,mpho_fire,"@StandardBankZA #HowAboutNowSummer 👟when you look good ,you feel good, can't be seen being anything less this summer,oh one should also smell good #MoneySmell @StandardBankZA"
2022-12-30 07:25:41+00:00,Georgekhoza007,@StandardBankZA Danko 🙏
2022-12-30 07:25:19+00:00,StandardBankZA,"@MphoMfolo Alright, we appreciate you responding to us. We apologize for being unable to help. Enjoy the remainder of your day."
2022-12-30 07:16:02+00:00,MphoMfolo,"@StandardBankZA Doesn’t matter now. Nedbank stepped up, you guys made me run around for over two months trying to get answers when no one within the whole organisation could give me one. Bye!"
2022-12-30 07:03:59+00:00,StandardBankZA,"@MphoMfolo Hi Phobla, thank you for sharing your thoughts with us. We're sad to hear you did not find our services helpful. We would hate to see you leave &amp; would like to investigate why your application was unsuccessful. Please DM us your details so we may have a closer look into this?"
2022-12-30 07:02:57+00:00,BabaKaMpande,@Lxrds_ @ZwelieB @StandardBankZA Damn. Jah that's bad.
2022-12-30 07:00:23+00:00,StandardBankZA,@Georgekhoza007 A beautiful family you have there 😍. We hope the festive season is treating you well. #HowAboutNowSummer #UCount
2022-12-30 06:59:11+00:00,StandardBankZA,"@thato_kgopa These are the kind of things we like to hear. We are glad we could help make your financing move forward, Thato. 😊💙"
2022-12-30 06:59:01+00:00,StandardBankZA,"@Lesedi_lamadiba Hello there, this does not seem right .Kindly follow the link below for more information on our opportunities – https://t.co/tmmxfTo5dM
All the best!💙"
2022-12-30 06:55:07+00:00,MrAmusaa,@malukubabe @StandardBankZA Well done 🤝🏾
2022-12-30 06:54:30+00:00,MphoMfolo,@StandardBankZA @Ngqombo_EC Am definitely leaving @StandardBankZA in the new year because they declined my second bond without being able to give me a clear indication why and thank God @Nedbank came to my rescue!
2022-12-30 06:50:54+00:00,StandardBankZA,@vhafuwi751 You're welcome.😊
2022-12-30 06:41:47+00:00,vhafuwi751,@FNBSA your forex department is now a big yawn…. Payments actioned on the 23rd of December still not cleared.. very disappointing.. @StandardBankZA thank you for willing to assist your consultants called
2022-12-30 06:40:27+00:00,thato_kgopa,"@EugeneMt @Rb__sa Ahh Broer, I have had the same experience with FNB, left them years back. Got my bonds and car finances through @StandardBankZA , best decision ever made"
2022-12-30 06:37:06+00:00,Ofentse06642146,@malukubabe @StandardBankZA Fantastic run Maluku 💐🏃‍♀️🌹👍🏾🇿🇦
2022-12-30 06:36:52+00:00,KingTsholo012,@malukubabe @StandardBankZA In Maluks We Believe n Trust 👌😁👏
2022-12-30 06:36:18+00:00,ShaneJeremy1,@malukubabe @StandardBankZA 🥇🥇🥇🥇
2022-12-30 06:31:38+00:00,Nkosikh93905781,@StandardBankZA 🤩
2022-12-30 06:30:25+00:00,BabaKaMpande,@Lxrds_ @ZwelieB @StandardBankZA Freeze your account? Must be moving bricks👀.
2022-12-30 06:30:20+00:00,Mulatimbk,@malukubabe @StandardBankZA Well done Babe 💞
2022-12-30 06:27:51+00:00,jovan_yah9,"@EugeneMt This is pure propaganda. Every bank has its advantages and disadvantages. I’ve banked with @StandardBankZA, @Nedbank &amp; @FNBSA. They are all great &amp; can all be pain in the back depending on cases-their interest first, always. You ll one day change your tweet! #CAPITALISTS"
2022-12-30 06:25:21+00:00,dominomafs,@malukubabe @StandardBankZA Well done Maluku 👊🏽 👏🏾 💕
2022-12-30 06:23:10+00:00,Lesedi_lamadiba,@YouthOfTsomo @StandardBankZA is this true
2022-12-30 06:21:24+00:00,StandardBankZA,"@IlzeHearn Hi Ilze, we can confirm that our systems are currently working at full functionality. Can you kindly describe the issue you are encountering when trying to login so we may assist appropriately ?"
2022-12-30 06:18:55+00:00,ndiyaphindeka,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-30 06:14:18+00:00,hlogi_skepe2,@StandardBankZA
2022-12-30 06:12:02+00:00,IlzeHearn,@StandardBankZA Is there a problem with the internet banking? I keep getting errors when trying to log in?
2022-12-30 06:09:02+00:00,kaola23,@malukubabe @StandardBankZA Well done ausi Ma'Gumbi 👌🏿 💞 💞
2022-12-30 06:08:14+00:00,abokoner,"@EugeneMt @Julius_S_Malema I left @FNBSA many years ago, now this is the case with @StandardBankZA, these two operate the same as you mentioned. They're very good with giving customer loans after loans. I must say @nedbank is exactly what it's. they take your money seriously, other 2 just take your money"
2022-12-30 06:08:02+00:00,__Reabetswe__,"@StandardBankZA R10
#BecauseUCount
 #HowAboutNowSummer"
2022-12-30 06:00:00+00:00,malukubabe,"Friday Skontiri therapy done and dusted💞day 364 ❤️still doing it to #HearHerVoice 365 days @StandardBankZA 
#RunningWithTumiSole 
#RunningWithTumiAC
#FetchYourBody2022 
#90dayswithoutsugar 
#IPaintedMyWalk https://t.co/goYgJeNImw"
2022-12-30 05:24:16+00:00,StandardBankZA,"@AweSomeRosa Hi Rosa, we would like to forward your concerns to the appropriate team. In a DM, kindly provide more details about what happened so we can urgently look into this."
2022-12-30 05:22:13+00:00,PriscillaKumalo,@Madam_PB People and Performance department @BMWGroup South Africa 😩😩😩😩😩. @StandardBankZA has been rejecting my applications for over 5 years now 😂😂😂😂😂
2022-12-30 04:59:19+00:00,cishimpi,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-30 04:26:03+00:00,Thembu_Nev,"@EugeneMt Now that you brought this up, @FNBSA declined my application for a bond then approved car finance. Should have moved to @StandardBankZA the same time"
2022-12-30 04:20:39+00:00,WINNY6688,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-30 04:19:41+00:00,morateg88181378,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-30 04:17:51+00:00,AweSomeRosa,"@ratshicomes @StandardBankZA No update, they debited my account with R22807"
2022-12-30 04:17:41+00:00,Mahlats100,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-30 04:16:17+00:00,malapateng,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-30 04:14:47+00:00,God_Freyyyy,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-30 04:13:05+00:00,Neo_Neozah,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-30 04:10:14+00:00,Masia7723,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-30 03:49:36+00:00,PhakamaniNhlan1,"@StandardBankZA Shoprite 
Ok Furniture 
Pep
#InstantMoneyMondays"
2022-12-30 03:48:22+00:00,PhakamaniNhlan1,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-30 02:52:34+00:00,StandardBankZA,"@Doll__er Hi there baby Yellow, please accept our sincere apologies for they delayed response. Kindly DM us your ID number and contact details for us to reach out."
2022-12-30 02:42:10+00:00,Doll__er,@StandardBankZA I've been waiting for months for someone to call me regarding opening an account. Months. Is it coz I'm black?!
2022-12-29 21:42:53+00:00,MissyM264326791,"@StandardBankZA Shoprite
OK Furniture
Pep
#InstantMoneyMondays"
2022-12-29 21:28:10+00:00,r3ndani,@EugeneMt Left @FNBSA for @StandardBankZA https://t.co/3C7dXLACQH
2022-12-29 21:14:13+00:00,ZikalalaFaith,"@Madam_PB @FNBSA, @AbsaSouthAfrica, @CapitecBankSA, @StandardBankZA, @Nedbank currently at Old Mutual doing a learnership for a PFA (Personal Financial Advisor) would love to join the group."
2022-12-29 20:31:14+00:00,StandardBankZA,"@fezzyndlovu Hi there Fezzy, we are so sorry about that. Please may you DM us more details for us to investigate this matter."
2022-12-29 20:26:40+00:00,fezzyndlovu,This is false advertising @StandardBankZA because we are being made to wait in long queues at @cabobeachclub while the sign is right there! #CaboBeachClub #standardbank https://t.co/iCrWt3HVhs
2022-12-29 20:22:21+00:00,StandardBankZA,"@Mmaleruo2 Hey Mmaleruo, well how about you start off by clicking on the link below to view our available vacancies and to apply on our website. 🙂https://t.co/tmmxfTo5dM"
2022-12-29 20:02:33+00:00,IsaniDenis,@EugeneMt I down graded my banking from Private Bank to easy account @FNBSA cause the so called private banker was non available and even took leave in the middle of my query. I just joined @StandardBankZA and the service has been great since then.applied for my account telephonically
2022-12-29 19:59:24+00:00,Mmaleruo2,@Madam_PB @StandardBankZA Really hoping for a miracle🥹
2022-12-29 19:58:48+00:00,Sbudaah08,@StandardBankZA This festive nothing much other than trying to make money to pay school dapts
2022-12-29 19:51:53+00:00,LeboMakgala,"@StandardBankZA Up to R10 
#BecauseUCount 
#HowAboutNowSummer @StandardBankZA"
2022-12-29 19:49:11+00:00,StandardBankZA,@Mamosadi_ Hello Ed. 🙂 Thank you for showing interest. Please click on the link below to view the available vacancies and to apply on our website. Good luck. 💙 https://t.co/tmmxfTo5dM
2022-12-29 19:42:16+00:00,Mamosadi_,@StandardBankZA
2022-12-29 19:38:43+00:00,StandardBankZA,@InnocentMatiane Hello Innocent. Thank you for showing interest and congratulations on completing your studies. 🙂 Please click on the link below to view the available vacancies and to apply on our website. All the best. 💙https://t.co/wqyyH7lsN5
2022-12-29 19:38:15+00:00,njabulo_legend,@Madam_PB @StandardBankZA did every round for digital e-commerce GP but nada the game phase wasn’t fair 😫.
2022-12-29 19:31:14+00:00,StandardBankZA,"@Nelso_Official Hi there Nelso, how about you click on the link provided below to check if you qualify for a loan and to apply on our website. https://t.co/geMzaQBsFc"
2022-12-29 19:29:44+00:00,__KingCyrus,@Madam_PB @CapitecBankSA @AdaptITSA @StandardBankZA @Discovery_SA @AngloAmericanZA @ExxaroMTBacadem
2022-12-29 19:11:40+00:00,BuyiBingwa,"@Ngqombo_EC @EugeneMt @FNBSA @StandardBankZA Same here saved but @StandardBankZA , hope I’ll be 2nd time happy.."
2022-12-29 19:03:12+00:00,StandardBankZA,@Lungile19061015 Thank you for confirming. Please DM us your ID number and contact details for us to investigate.
2022-12-29 18:56:37+00:00,ThobisileShangs,"@StandardBankZA Up to R10 
#BecauseUCount 
#HowAboutNowSummer @StandardBankZA"
2022-12-29 18:53:44+00:00,InnocentMatiane,@Madam_PB I'm looking for internship position at @StandardBankZA I graduated for BSc in Computer Science and Mathematics
2022-12-29 18:43:28+00:00,Lungile19061015,@StandardBankZA No
2022-12-29 18:27:44+00:00,Mashishi_TS,@Madam_PB @StandardBankZA
2022-12-29 18:16:22+00:00,_TrinityRose_,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-29 18:16:13+00:00,Sihle0602,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-29 17:54:40+00:00,Tshepixo22,@philanisa @StandardBankZA Happy birthday to you bro🎉🍻
2022-12-29 17:35:45+00:00,vavist_o,@EugeneMt I have been with @StandardBankZA Bank  for more than 20 years.I have everything with them from Credit Card  to Homeloan. But they declined my Further Bond application till I resorted to Re advance. @CapitecBankSA nearly got me moving my Homeloan to them but family dissuaded me.
2022-12-29 17:17:41+00:00,candrioncandra,@StandardBankZA #BecauseUCount 10*
2022-12-29 17:12:16+00:00,PicknPay,"@Queqiniso @Madam_PB @WOOLWORTHS_SA @Clicks_SA @MTNza @Vodacom @StandardBankZA @AbsaSouthAfrica @CURRO_SCHOOLS @Huawei @GiftoftheGivers Hi, thank you for reaching out to us. We do apologize for the delayed response to your message.  Kindly note that you would be required to contact anyone of the below person's regarding any donations or sponsors in your region:  

-KZN: satnaidoo@pnp.co.za   

-Northern: kjord..."
2022-12-29 17:10:21+00:00,bheemthembu,@StandardBankZA R10 #BecauseUCount
2022-12-29 17:03:51+00:00,Bonolo51673024,"@StandardBankZA I love that I get R10 off every little at Caltex⛽️ ⛽️ 
💙💙💙💙💙💙💙💙💙
#HowAboutNowSummer 
#UCount"
2022-12-29 16:36:09+00:00,MasroefaK,@StandardBankZA Up to R10 #BecauseUCount #HowAboutNowSummer
2022-12-29 16:33:27+00:00,StandardBankZA,"@Lungile19061015 Hi there Lungile, we are sorry to hear that. Were you provided with a reason for the decline?"
2022-12-29 16:28:14+00:00,skinnypants3000,@LibertyGroupSA Is it true that @LibertyGroupSA is now part of @StandardBankZA ?
2022-12-29 16:26:07+00:00,Lungile19061015,@StandardBankZA @Ngqombo_EC I have been banking with standard bank for over 30 years. They have declined a housing and motor vehicle loans. I am thinking of also moving to Nedbank.
2022-12-29 16:25:34+00:00,StandardBankZA,@boitshepoo_ Thank you for bringing your concerns to our attention. Your concerns have been escalated to the business management team.
2022-12-29 16:01:39+00:00,StandardBankZA,"@ShontelleBey92 Hey Shontelle, please refer to the link below to apply for the role that best suits you: 

https://t.co/tmmxfTo5dM"
2022-12-29 15:57:37+00:00,ShontelleBey92,@Madam_PB @StandardBankZA
2022-12-29 15:53:28+00:00,StandardBankZA,"@MalieheThabiso You're most welcome Maliehe, we're always here to help. We're gald you're satisfied with our service💙"
2022-12-29 15:47:21+00:00,Nonkosi_Ayanda,@Madam_PB @StandardBankZA
2022-12-29 15:47:00+00:00,MalieheThabiso,@StandardBankZA @Ngqombo_EC @StandardBankZA I just wanna thank you for helping me unlike this so called @FNBSA
2022-12-29 15:17:30+00:00,Sammy89800082,@StandardBankZA At all places where i can redeem for lekker food #BecauseUCount #HowAboutNowSummer
2022-12-29 15:05:06+00:00,StandardBankZA,"@khumalodneo Hi Dineo, we're ready for you! Drop us a DM with your details so we can help you move forward with your banking. 💙"
2022-12-29 15:02:23+00:00,NgomaneLevy,@StandardBankZA These is the best of the best app around the whole world.I like and love these facebook. I like and love these post. I like to share these post.
2022-12-29 14:58:09+00:00,Ruthayzia_23,@StandardBankZA Absolutely!
2022-12-29 14:57:32+00:00,Freeman49123275,@StandardBankZA #BecauseUCount #HowAboutNowSummer
2022-12-29 14:57:24+00:00,Freeman49123275,@StandardBankZA Its hard to pick!!!
2022-12-29 14:56:31+00:00,khumalodneo,"@GlamPhasha @EugeneMt Wooooooo Ndiyeza, I'm coming @Nedbank and @StandardBankZA"
2022-12-29 14:48:19+00:00,StandardBankZA,"@dmnyathi Hi Nyathi, we would love to have you as part of our blue family. You may click on the link provided to view our available vacancies. All the best. 💙
https://t.co/tmmxfTo5dM"
2022-12-29 14:48:11+00:00,NomsaMaluleke8,@StandardBankZA #BecauseUCount
2022-12-29 14:47:39+00:00,GSHY_SA,@Stephen37697424 @Madam_PB @StandardBankZA Wow I don't know that one or ever heard of it
2022-12-29 14:46:47+00:00,MWalkerWilliams,@TheRunescapeG0d @Davos @AveryDennison @DLA_Piper @ServiceNow @StandardBankZA @hedera https://t.co/vwYSIcqeLN
2022-12-29 14:42:15+00:00,DawnLuvV2,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:39:26+00:00,StandardBankZA,"@MatsaneTokologo How long have you been a #UCount Rewards member, Tokogolo?🙂 #HowAboutNowSummer"
2022-12-29 14:39:02+00:00,LovelyMeLady,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:38:21+00:00,musicmaniacXR,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:38:18+00:00,StandardBankZA,"@BusiMzobe That’s right, Busi!👌 How did you know this was the right answer? #BecauseUCount #HowAboutNowSummer"
2022-12-29 14:36:00+00:00,StandardBankZA,"@jljordaan Hi Jarrett, thank you for getting in touch with us today. We are currently not experiencing any technical issues. Which banking channel are you using and what type of transaction are you processing?"
2022-12-29 14:34:20+00:00,dmnyathi,@Madam_PB @DBSA_Bank or @StandardBankZA @RMBCIB
2022-12-29 14:25:38+00:00,LoverHuawei,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:23:00+00:00,StandardBankZA,"@DeenaD2016 Is this your final answer, Deena? 😏 #BecauseUCount #HowAboutNowSummer"
2022-12-29 14:22:22+00:00,Sandy60421613,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:19:56+00:00,Clockwo24538121,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:19:28+00:00,jljordaan,@StandardBankZA entertainer purchase failing. https://t.co/8gt62nx9Iw
2022-12-29 14:18:50+00:00,Brandy261365311,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:18:31+00:00,Phat_Sii,@StandardBankZA It's been almost 2 yeas now #BecauseUCount #HowAboutNowSummer
2022-12-29 14:17:59+00:00,Ashbabe48789982,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:16:45+00:00,Georgekhoza007,"@StandardBankZA Bushbuckridge Nature Reserve with family 👪 🚗 💙💙💙💙💙💙💙💙💙
 ☘️🌿🌴🍀🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻
#HowAboutNowSummer #UCount https://t.co/xsfvS9rlm9"
2022-12-29 14:14:49+00:00,StandardBankZA,"@Phat_Sii We are happy to hear that, Siphumelelo!😃How long have you been banking with us? 💙 #BecauseUCount #HowAboutNowSummer"
2022-12-29 14:12:45+00:00,StandardBankZA,"@Happiness22_021 Have you joined the #UCount Rewards programme yet, Happiness?🤔 #HowAboutNowSummer"
2022-12-29 14:11:49+00:00,Anonymo71224052,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:11:04+00:00,Cuteasaduck4,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:10:30+00:00,Fastandthecur,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:10:17+00:00,StandardBankZA,"@MagicsSage Thank you for the compliment, we'll make sure to pass it on to her.💙"
2022-12-29 14:09:47+00:00,TshepoM61158154,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:08:37+00:00,StandardBankZA,"@Ruthayzia_23 This is a great time to be a #UCount Rewards member, don’t you think, Ruthayzia? 😉 #HowAboutNowSummer"
2022-12-29 14:08:18+00:00,Twiligh20518903,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:07:43+00:00,Tweetingseat5,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
2022-12-29 14:07:38+00:00,StandardBankZA,"@GilbertBopape Have you remembered to swipe your #UCount Rewards card this festive season, Gilbert? 🧐 #HowAboutNowSummer"
2022-12-29 14:06:20+00:00,Cutiepie6611,"@StandardBankZA Up to R10
#BecauseUCount 
#HowAboutNowSummer"
